Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Bharani Veg,Thiruvanmiyur,"['North Indian', ' South Indian', ' Chinese']","['Panneer Butter Masala', ' Vada', ' Butter Naan', ' Idiyappam', ' Sugarcane Juice', ' Coffee', ' Thali']",600.0,3.9,394,3.7,12,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'All Day Breakfast', 'Valet Parking Available']"
Combo Kitchen,Ekkaduthangal,"['Biryani', ' North Indian']",Favourite Dishe,400.0,4.0,147,3.6,1868,"['Home Delivery', 'Indoor Seating']"
The Chocolate Room,Anna Nagar East,"['Cafe', ' Mexican', ' Italian', ' Desserts', ' Beverages']","['Brownie', ' Hot Chocolate', ' Chocolate Pancakes', ' Waffles', ' French Fries', ' Sandwich', ' Cheese Fondue']",700.0,3.9,223,3.1,323,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Desserts and Bakes']"
Dot.Yum - Aloft Chennai,Sholinganallur,"['North Indian', ' Italian']","['Salad', ' Sandwich', ' Pasta', ' Mocktails', ' Fish Chilli', ' Bonda', ' Vada']",1500.0,3.3,243,Not provide Dining,0,"['Breakfast', 'Wheelchair Accessible', 'Valet Parking Available', 'Table booking recommended', 'Smoking Area', 'Wifi', 'Buffet', 'Indoor Seating', '4/5 Star', 'Brunch']"
Karaikudi Chettinadu Mess,Chromepet,"['Chettinad', ' Chinese', ' South Indian']","['Biryani', ' Panneer Butter Masala']",550.0,3.5,233,3.7,13700,"['Home Delivery', 'Indoor Seating']"
The Chennai Sandwich Shop,Ramapuram,"['Sandwich', ' Fast Food', ' Street Food', ' Beverages']",Favourite Dishe,250.0,4.1,441,3.3,3061,"['Home Delivery', 'Indoor Seating']"
Rainbow Restaurant,T. Nagar,"['North Indian', ' Kebab', ' Chinese', ' BBQ']","['Biryani', ' Paratha', ' Malai Kebab', ' Noodle', ' Clear Soup', ' Panneer Butter Masala', ' Tandoori Chicken']",550.0,3.7,275,3.7,4056,"['Home Delivery', 'Indoor Seating']"
Quintessence - Hotel Raj Park Chennai,Alwarpet,"['North Indian', ' Continental']","['Chicken Biryani', ' Chicken Soup', ' Gulab Jamun', ' Fruit Salad', ' Vegetarian', ' Veg Pulao', ' Custard']",1200.0,4.0,240,3.9,64,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Table booking recommended', 'Kid Friendly', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Smoking Area', 'Buffet']"
Hotel Bhukara,Anna Nagar West,"['North Indian', ' South Indian', ' Chinese', ' Biryani']","['Shawarma', ' Chicken Grill', ' Fried Rice Chicken', ' Faluda', ' Fish Finger', ' Chicken Biryani']",650.0,2.6,213,3.3,4777,"['Home Delivery', 'Catering Available', 'Wifi', 'Indoor Seating']"
Kriyates,Okkiyampet,"['South Indian', ' Beverages']","['Thali', ' Chips', ' Panneer Butter Masala', ' Kulcha', ' Roti', ' Pakoda', ' Paruppu Podi']",600.0,4.2,252,3.6,100,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Desserts and Bakes', 'Dance Floor', 'Live Music', 'Kid Friendly', 'Private Dining Area Available', 'Vegan Options']"
Akshaya Bhavan,Porur,"['Chinese', ' North Indian', ' South Indian']",['Coffee'],450.0,3.7,400,3.8,8396,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Catering Available', 'Indoor Seating', 'Kid Friendly']"
Ikkakas,Teynampet,"['Kerala', ' Desserts', ' Beverages']","['Tender Coconut Mousse', ' Kuluki Sarbat', ' Chicken Curry', ' Karimeen Pollichath', ' Mutton Cutlets', ' Chicken Biryani', ' Fish Cutlet']",500.0,4.2,208,3.8,51,"['Home Delivery', 'Lunch Menu', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking', 'Table booking recommended', 'Group Meal']"
Lassi Shop,Purasavakkam,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",['Lassi'],200.0,Not provide Dining,Not provide Dining,4.1,10100,['Home Delivery']
Nemesis Bistro By Arknemesis Gaming,Nungambakkam,"['North Indian', ' Continental', ' Chinese', ' Desserts', ' Beverages']","['Burgers', ' Garlic Bread', ' Chicken Pizza', ' Cheese Pasta', ' Cheese Balls']",800.0,4.1,239,3.9,54,"['Home Delivery', 'Wheelchair Accessible', 'Sports TV', 'Wifi', 'Free Parking', 'Live Sports Screening', 'Pool Table', 'Indoor Seating', 'Kid Friendly', 'Disabled Friendly', 'Gaming Area']"
Golden Dragon - Taj Coromandel,Nungambakkam,['Chinese'],"['Lamb', ' Prawn', ' Clear Soup', ' Hakka Noodles', ' Fish', ' Litchi Ice Cream', ' Dragon Chicken']",2800.0,4.4,237,Not provide Dining,0,"['Wheelchair Accessible', 'Full Bar Available', 'Wifi', 'Indoor Seating', 'Valet Parking Available', 'Table reservation required', '4/5 Star']"
Steam & Whistles - Grand by GRT Hotels,Grand by GRT Hotels,"['Finger Food', ' Momos']","['Beer', ' Pizza', ' Mocktails', ' Fish', ' Cocktails', ' Dimsum Basket', ' Sea Food']",2400.0,4.3,332,Not provide Dining,0,"['Full Bar Available', 'Live Entertainment', 'Indoor Seating', '4/5 Star', 'Free Parking', 'Nightlife', 'Serves Cocktails', 'Table reservation required', 'LGBTQIA Friendly', 'Smoking Area']"
Iftar Corner,Perambur,"['Arabian', ' Asian', ' Chinese', ' North Indian']","['Noodle', ' Fried Rice']",600.0,4.0,329,4.0,7559,"['Home Delivery', 'Indoor Seating']"
Kozhi Idli,Gopalapuram,['South Indian'],"['Cheese Balls', ' Chicken Curry', ' Kozhi Idli', ' Chicken Soup', ' Pepper Kolambu', ' Chicken Thokku', ' Caramel Custard']",300.0,4.3,289,4.0,287,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Mustang Bar - Green Park Hotel,Vadapalani,['Finger Food'],"['Cocktails', ' Chicken Tikka', ' Draught Beer', ' Cheese Pineapple']",1300.0,4.3,363,Not provide Dining,0,"['Wheelchair Accessible', 'Full Bar Available', 'Indoor Seating', 'Live Entertainment', '4/5 Star', 'Nightlife', 'Wifi', 'Free Parking']"
National Durbar Restaurant,Park Town,"['Andhra', ' Chinese', ' Street Food']","['Faluda', ' Paratha', ' Biryani', ' Tea', ' Noodle', ' Mutton Paya', ' Mutton Curry']",500.0,4.1,255,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Cafeè 97,Thuraipakkam,"['North Indian', ' Chinese', ' Arabian']","['Cocktails', ' Beer', ' Chicken Grill', ' Butter Chicken', ' Barbeque Chicken', ' Chilli Chicken', ' Naan']",700.0,4.2,354,3.8,85,"['Home Delivery', 'Full Bar Available', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Table booking recommended']"
2 Brothers Biriyani,Adyar,['Biryani'],Favourite Dishe,250.0,3.8,85,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Malgudi - The Savera Hotel,RK Salai (Cathedral Road),"['South Indian', ' Kerala']","['Appam', ' Kuzhi Paniyaram', ' Fish Fry', ' Thali', ' Paratha', ' Idiyappam', ' Kerala Parotta']",2500.0,4.1,227,Not provide Dining,0,"['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Wifi', '4/5 Star']"
Ferraree,T. Nagar,"['Chinese', ' Continental', ' South Indian', ' North Indian']","['Lunch Buffet', ' Noodle', ' Chicken Soup', ' Rasam Rice', ' Salad', ' Plain Rice', ' Wings']",850.0,3.5,222,3.5,35,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']"
Symphony - Ramada,Egmore,"['North Indian', ' South Indian', ' Continental', ' Chinese']","['Lunch Buffet', ' Salad', ' Kiwi Juice', ' Chicken 65', ' Coffee', ' Breakfast Buffet', ' Croissant']",1800.0,3.9,226,Not provide Dining,0,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Buffet', '4/5 Star', 'Luxury Dining', 'Wifi']"
The ThickShake Factory,Ashok Nagar,['Beverages'],"['Thick Shakes', ' Choco Brownie Shake', ' Vanilla Ice Cream', ' Belgian Chocolate', ' Triple Choco Chip']",400.0,4.1,255,3.9,603,"['Home Delivery', 'Indoor Seating']"
Goli Vada Pav No. 1,Besant Nagar,"['Street Food', ' Fast Food']","['Cold Coffee', ' Sabudana Vada', ' Cheese Vada Pav', ' Makkai Palak', ' French Fries', ' Paneer Vada Pav', ' Schezwan Vada Pav']",250.0,Not provide Dining,Not provide Dining,4.1,461,"['Home Delivery', 'Vegetarian Only']"
Kerala Mess,Thousand Lights,"['South Indian', ' Kerala']","['Fish', ' Beef Masala', ' Biryani']",200.0,Not provide Dining,Not provide Dining,3.7,5731,"['Breakfast', 'Home Delivery']"
North View Kitchen,St. Thomas Mount,"['Fast Food', ' Chinese', ' North Indian', ' Mughlai', ' Beverages']","['Pizza', ' Waffles', ' Naan', ' Prawn', ' Carrot Halwa', ' Paneer Tikka', ' Tandoori Platter']",700.0,4.0,225,3.6,85,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Indoor Seating', 'Table booking recommended']"
Tranz Bar,T. Nagar,"['Finger Food', ' North Indian', ' Chinese']","['Cocktails', ' Omelette']",1500.0,3.9,118,Not provide Dining,0,"['Full Bar Available', 'Valet Parking Available', 'Nightlife', 'Serves Cocktails', 'Smoking Area', 'Table booking recommended', 'Table booking for Groups', 'Wifi', 'Indoor Seating']"
Verde,Egatoor,"['South Indian', ' North Indian', ' Chinese']",['Veg Fried Rice'],300.0,Not provide Dining,Not provide Dining,3.8,6038,"['Breakfast', 'Delivery Only', 'Vegetarian Only']"
What The Fork,Navallur,"['American', ' Fast Food']","['Pasta', ' Hot Dog', ' Buffalo Wings', ' Jamaican Jerk Chicken', ' Fries', ' Pancakes', ' Chicken Soup']",500.0,3.9,225,3.6,1757,"['Home Delivery', 'Brunch', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Vegan Options', 'Indoor Seating']"
Aachi Kitchen,Anna Nagar West,"['North Indian', ' Biryani']",Favourite Dishe,400.0,3.8,285,3.8,3851,"['Home Delivery', 'Outdoor Seating']"
The Patiala House,Chetpet,"['North Indian', ' Chinese']","['Butter Naan', ' Dal Makhani', ' Buttermilk', ' Pahadi Kebab', ' Paneer Tikka', ' Death By Chocolate', ' Tawa Pulav']",800.0,4.0,252,3.8,353,"['Home Delivery', 'Vegetarian Only', 'Live Music', 'Buffet', 'Indoor Seating', 'Brunch']"
Karthik Tiffin Centre,Anna Nagar West,"['South Indian', ' Chinese']","['Pongal', ' Butter Podi Dosa', ' Paratha', ' Butter Masala Dosa', ' Chips', ' Vada', ' Cauliflower Dosa']",250.0,Not provide Dining,Not provide Dining,3.7,358,"['Breakfast', 'Home Delivery', 'Vegetarian Only']"
Apple Bee's,Semmancheri,"['Arabian', ' Chinese', ' North Indian', ' Seafood', ' Biryani', ' Ice Cream', ' Beverages', ' Juices']","['Chicken Grill', ' Momos', ' Tandoori Chicken', ' Dragon Chicken', ' Brownie', ' Shawarma', ' Barbeque Chicken']",700.0,2.5,344,3.7,841,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Royal Palate,Vadapalani,"['Continental', ' European', ' South Indian', ' North Indian', ' Chinese', ' Desserts']","['Bamboo Biryani', ' Fish', ' Chicken Kebab', ' Lunch Buffet']",1000.0,3.7,219,4.2,118,"['Home Delivery', 'Wheelchair Accessible', 'Buffet', 'Valet Parking Available', 'Table booking recommended', 'LGBTQIA Friendly', 'Indoor Seating', 'Available for Functions']"
Sushi In A Box,Foodies Kitchen,"['Japanese', ' Sushi']","['Sushi', ' Salmon', ' Tea', ' Ramen', ' Prawn', ' Tempura Prawns', ' Kimchi Salad']",1500.0,4.2,214,Not provide Dining,0,"['Indoor Seating', 'Table Reservation Not Required']"
Santana,Mahabalipuram,"['Seafood', ' Chinese']","['Sea Food', ' Fish', ' Prawn', ' Fried Rice Chicken', ' Egg Fried Rice', ' Lobster', ' Pasta']",500.0,3.5,207,Not provide Dining,0,"['Breakfast', 'Outdoor Seating', 'Smoking Area']"
Rajputra,Nanganallur,"['Fast Food', ' Mexican', ' North Indian', ' Chinese']","['Naan', ' Pasta', ' Roti', ' Nachos', ' Aloo Paratha', ' Kulcha', ' Salad']",700.0,3.9,246,3.7,83,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating']"
Appetizer,Chromepet,"['Sandwich', ' Burger', ' Pizza', ' Fast Food', ' Beverages']","['Burgers', ' Chicken Momo', ' French Fries']",150.0,4.0,345,3.3,4954,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Fish bone,Anna Nagar East,"['Seafood', ' Biryani', ' South Indian']","['Sea Food', ' Fish', ' Prawn Biryani', ' Vanjaram Fry', ' Paratha', ' Gilli Biryani', ' Calamari']",600.0,4.1,254,3.8,549,"['Home Delivery', 'Indoor Seating']"
Gem Exprezz,Navallur,"['BBQ', ' North Indian', ' Chinese', ' Seafood', ' Beverages', ' Desserts', ' Biryani', ' South Indian']","['Chicken Biryani', ' Bbq Chicken', ' Panneer Butter Masala', ' Paratha', ' Tandoori Chicken', ' Chicken 65', ' Masala Prawn']",450.0,3.9,333,3.8,4974,"['Home Delivery', 'Indoor Seating']"
Thai Food House,Alwarpet,['Thai'],"['Pad Thai', ' Mango Salad', ' Spring Roll', ' Tom Yum Soup', ' Chicken Satay', ' Lemongrass Chicken', ' Clear Soup']",1000.0,3.9,198,3.7,1327,"['Home Delivery', 'Indoor Seating']"
R K Biriyani,Adyar,"['Biryani', ' North Indian', ' Chinese', ' Chettinad']",Favourite Dishe,500.0,3.7,205,3.8,14,"['Home Delivery', 'Indoor Seating']"
Palm Jumeira,Nungambakkam,"['Arabian', ' Chinese', ' North Indian']","['Biryani', ' Chicken Grill', ' Mutton Mandi', ' Afghan Chicken', ' Barbeque Chicken', ' Mexican Chicken Shawarma', ' Chicken Roll']",800.0,3.9,283,3.9,3848,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Chocomans,Chromepet,"['Bakery', ' Fast Food', ' Desserts', ' Beverages']","['Pasta', ' Pizza', ' Burgers', ' Mousse', ' Brownie Chocolate', ' Sandwich', ' Eclair']",500.0,4.0,198,3.9,133,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Hotel Runs,Adyar,"['North Indian', ' Chinese', ' Seafood', ' Biryani']","['Chicken Grill', ' Paratha', ' Chicken Curry', ' Mutton Paya', ' Butter Chicken', ' Mutton Biryani', ' Tea']",650.0,3.9,304,4.3,1386,"['Home Delivery', 'Indoor Seating']"
Westfield Waffles,Besant Nagar,['Desserts'],"['Pancakes', ' Vanilla Ice Cream', ' Blueberry Waffles', ' Dark Chocolate Waffle', ' Belgium Waffles', ' Crepe', ' Triple Chocolate']",250.0,4.0,201,3.3,129,"['Home Delivery', 'Vegetarian Only', 'Standing Tables', 'Outdoor Seating', 'Desserts and Bakes']"
ibaco,Okkiyampet,['Ice Cream'],"['Icecream Cake', ' Belgian Chocolate', ' Cream Cake']",200.0,4.2,250,4.4,1485,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Jugo Cafe,Medavakkam,"['Cafe', ' Fast Food', ' Juices', ' Beverages']","['Burgers', ' Pinacolada', ' Oreo Shake', ' Thick Shakes', ' Mint Cooler', ' Submarine Sandwich', ' Chicken Sandwich']",500.0,4.0,195,3.7,513,"['Home Delivery', 'Indoor Seating']"
New Loyola Fast Foods,Choolaimedu,"['Chinese', ' Chettinad']","['Vegetable Noodles', ' Beef Chilli']",250.0,3.8,347,4.0,2324,"['Home Delivery', 'Indoor Seating']"
Time Passs,Karapakkam,"['Street Food', ' North Indian', ' Fast Food']","['Paratha', ' Roti', ' Chaat', ' Panneer Butter Masala', ' Gulab Jamun', ' Panipuri', ' Rolls']",150.0,3.7,334,4.1,8806,"['Home Delivery', 'Indoor Seating']"
Curry Town - The Savera Hotel,RK Salai (Cathedral Road),['North Indian'],"['Biryani', ' Paneer Tikka', ' Aloo Tikki', ' Sweet Corn Soup', ' Kulcha', ' Paratha', ' Tomato Soup']",1900.0,4.1,202,Not provide Dining,0,"['Wheelchair Accessible', 'Full Bar Available', 'Table booking recommended', 'Rooftop', 'Outdoor Seating', 'Valet Parking Available', 'Indoor Seating', '4/5 Star']"
Entrée,Royapettah,"['North Indian', ' Continental', ' Italian']","['Pasta', ' Paneer Tikka', ' Vegetable Biryani', ' Momos', ' Mousse', ' Pizza', ' Kadhai Paneer']",1400.0,3.7,199,Not provide Dining,0,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Valet Parking Available', '4/5 Star', 'Buffet', 'Wifi', 'Indoor Seating', 'Table booking recommended']"
Fabelle Chocolate Boutique - ITC Grand Chola,Guindy,"['Desserts', ' Ice Cream']","['Chole', ' Hot Chocolate', ' Chocolate Milk', ' Caramel Ganache']",1300.0,4.2,195,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes']"
Malliz,Porur,"['Arabian', ' Chinese']",['Shawarma'],450.0,3.7,246,3.8,7262,"['Home Delivery', 'Indoor Seating']"
Liu's Waldorf,Adyar,['Chinese'],"['Noodle', ' Beef Chilli', ' Fish', ' Crispy Pork', ' Chilli Pork', ' Garlic Chicken', ' Vegetable Noodles']",700.0,2.4,298,3.9,23,"['Home Delivery', 'Indoor Seating']"
Focaccia - Hyatt Regency,Teynampet,"['Italian', ' European']","['Tiramisu', ' Pizza', ' Pasta', ' Wine', ' Fish', ' Mushroom Risotto', ' Spaghetti']",3300.0,4.1,197,Not provide Dining,0,"['Full Bar Available', '4/5 Star', 'Valet Parking Available', 'Buffet', 'Table booking recommended', 'Free Wifi', 'Luxury Dining', 'Indoor Seating']"
Tulips - Green Park Hotel,Vadapalani,"['North Indian', ' South Indian', ' Chinese', ' Continental']","['Salad', ' Paratha', ' Mocktails', ' Noodle', ' Chicken Dum Biryani', ' Vegetable Biryani', ' Manchurian']",2000.0,3.9,304,Not provide Dining,0,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Wifi', 'Buffet', '4/5 Star', 'Indoor Seating', 'Luxury Dining', 'Table reservation required']"
Arul Chettinadu,Aminijikarai,"['Chettinad', ' Chinese', ' South Indian', ' Seafood']",Favourite Dishe,300.0,3.8,165,3.9,4758,"['Home Delivery', 'Indoor Seating']"
Cafe Chef's Paradise,Choolaimedu,"['Continental', ' North Indian', ' Chinese', ' Fast Food', ' Beverages']","['Pasta', ' Burgers', ' Pizza', ' Fried Rice', ' Chicken Wings', ' Chilli Chicken', ' Salad']",500.0,3.8,277,3.9,3381,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
London Bubble Co.,Kilpauk,"['Desserts', ' Fast Food', ' Beverages']","['Waffles', ' Pancakes', ' Death By Chocolate', ' Nutella Waffle', ' Coffee', ' Gelato', ' Belgian Chocolate Waffle']",500.0,3.9,216,4.3,326,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']"
Chop 'n' Stix,Ashok Nagar,['Chinese'],"['Momos', ' Noodle', ' Fried Rice Chicken', ' Honey Chilli Potatoes', ' Brownie', ' Lamb', ' Dragon Chicken']",500.0,3.9,169,3.8,811,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
New Ayyanar Restaurant,GST Road,"['Chettinad', ' North Indian', ' Chinese']","['Chicken Grill', ' Fried Rice', ' Roti']",600.0,3.4,353,4.0,3583,"['Home Delivery', 'Table booking recommended', 'Indoor Seating', 'Wifi']"
UBCR Cafe & Resto,Tambaram,"['Cafe', ' Fast Food', ' North Indian', ' Chinese', ' Chettinad', ' Pizza']","['Coffee', ' Burgers', ' Pizza', ' Fries', ' Brownie', ' Pasta', ' Cappuccino']",700.0,4.0,225,3.5,2665,"['Home Delivery', 'Indoor Seating', 'Free Wifi']"
Zamrud,Velachery,"['Biryani', ' North Indian', ' BBQ', ' Arabian', ' Chinese']","['Faluda', ' Fish Barbecue', ' Barbeque Chicken', ' Shawarma', ' Chicken Biryani', ' Butter Naan', ' Bbq Fish']",800.0,3.1,277,3.8,990,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Wifi', 'Buffet', 'Indoor Seating']"
Mishwar Restaurant,Nungambakkam,"['Chettinad', ' Chinese', ' Seafood']","['Appam', ' Beef Fry', ' Dragon Chicken', ' Malabari Biryani', ' Pepper Bbq Chicken', ' Karimeen Pollichath', ' Chicken Soup']",1000.0,4.0,268,3.6,83,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating']"
Makers of Milkshakes,Adyar,"['Beverages', ' Desserts']","['Thick Shakes', ' Oreo Shake', ' Oreo Milkshake', ' Ferrero Rocher Shake', ' Strawberry Milkshake', ' Nutella Brownie', ' Milk Shake']",350.0,4.2,241,4.1,4283,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Coastline Hide Out,Akkarai,"['Continental', ' Beverages', ' BBQ', ' Chinese', ' Desserts']","['Cocktails', ' Fries', ' Brownie', ' Mocktails', ' Cheesecake', ' Nachos', ' Masala Peanuts']",1200.0,3.8,196,Not provide Dining,0,"['Full Bar Available', 'Desserts and Bakes', 'Board Games', 'Live Entertainment', 'Pool Table', 'Indoor Seating', 'Wifi', 'Free Parking', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended', 'Disabled Friendly', 'Smoking Area']"
Hotel Santosi,Ramapuram,"['Biryani', ' Chinese', ' Chettinad', ' North Indian']","['Naan', ' Chicken Grill', ' Noodle', ' Fried Rice Chicken']",450.0,3.8,369,3.6,11100,"['Home Delivery', 'Indoor Seating']"
Cilantro - Le Royal Meridien,St. Thomas Mount,"['European', ' Chinese', ' Continental']","['Salad', ' Lunch Buffet', ' Chips', ' Pizza', ' Biryani', ' Dahipuri', ' Beer']",3000.0,3.9,188,Not provide Dining,0,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Buffet', '4/5 Star', 'Luxury Dining', 'Wifi']"
China XO - The Leela Palace,MRC Nagar,['Chinese'],"['Noodle', ' Crispy Prawns', ' Hakka Noodles', ' Crispy Calamari', ' Prawn Dim Sums', ' Egg Fried Rice', ' Mashed Potato']",4000.0,4.3,195,Not provide Dining,0,"['Wheelchair Accessible', 'Full Bar Available', 'Outdoor Seating', 'Wifi', 'Valet Parking Available', '4/5 Star', 'Table reservation required', 'Luxury Dining', 'Buffet']"
